,url,headline,details,date
4,https://www.reuters.com//article/uk-factcheck-texas-wind-turbines-explain/fact-check-the-causes-for-texas-blackout-go-well-beyond-wind-turbines-idUSKBN2AJ2EI,Fact check: The causes for Texas’ blackout go well beyond wind turbines,"During a historic cold snap that has left millions of Texans without electricity, water, and heat for days, claims that the state’s use of renewable energy sources, specifically wind energy, are to blame have circulated on television and social media. These claims are misleading, as they shift blame for the crisis away from what appears, so far, to be the root cause: record cold temperatures that affected generation and transportation across all fuel types (including, but not limited to, wind en",19-02-2021
5,https://www.reuters.com//article/uk-factcheck-biden-2006-video/fact-check-2006-video-of-bidens-critical-mexico-remarks-was-not-leaked-has-been-in-the-public-domain-and-reported-on-by-media-outlets-idUSKBN2AJ2BF,"Fact check: 2006 video of Biden’s critical Mexico remarks was not ‘leaked’, has been in the public domain and reported on by media outlets","A Facebook post with a video viewed more than 193,500 times on Facebook claims to show “leaked footage of Biden” making harsh comments about Mexico. This is misleading: the authentic footage is from 2006 and has been since reported on by several media.",19-02-2021
6,https://www.reuters.com//article/uk-factcheck-ilhan-omar-meme/fact-check-ilhan-omar-was-not-arrested-23-times-and-other-inaccuracies-in-meme-targeting-congresswoman-idUSKBN2AJ2CA,"Fact check: Ilhan Omar was not arrested 23 times, and other inaccuracies in meme targeting congresswoman","A meme circulating on social media makes a series of misleading claims about Somali-born Ilhan Omar, who serves as a Representative for Minnesota in the U.S. House of Representatives, including the false claim that she has been “arrested 23 times”. This article will argue that these allegations presented in the meme are false. Opinions presented in the meme are out of scope of this article.",19-02-2021
7,https://www.reuters.com//article/uk-factcheck-biden-not-pardoning-protest/fact-check-claims-that-biden-is-pardoning-2617-blm-protesters-stem-from-satire-article-idUSKBN2AJ28A,"Fact check: Claims that Biden is ‘pardoning 2,617 BLM protesters’ stem from satire article","A photograph of an article with the headline “Biden Quietly Pardons 2,617 BLM Protesters” is circulating on social media. Though the article was intended as satire, some users appear to be taking the content seriously.",19-02-2021
8,https://www.reuters.com//article/uk-fema-texas-hotels-scam/fact-check-fema-hotline-for-hotels-amidst-texas-freeze-is-a-scam-idUSKBN2AJ26P,Fact check: FEMA hotline for hotels amidst Texas freeze is a scam,Posts social media claim the Federal Emergency Management Agency (FEMA) is paying for hotel rooms in Texas during the deadly winter storm and give a phone number for the service. FEMA posted a statement on their social media channels confirming that this is a scam.,19-02-2021
9,https://www.reuters.com//article/uk-factcheck-osteen-church-texas-cold/factcheckpastor-joel-osteens-lakewood-church-did-open-its-doors-to-shelter-texans-fromthecold-idUSKBN2AJ1WP,Fact check: Pastor Joel Osteen’s Lakewood Church did open its doors to shelter Texans from the cold,Social media users have been sharing posts online that allege Pastor Joel Osteen did not allow people needing shelter from Texas’ freezing temperatures to come into his Lakewood Church in Houston. This claim is false.  ,19-02-2021
0,https://www.reuters.com//article/uk-fact-check-merkel-not-proof-of-chemtr/fact-check-images-of-angela-merkel-touring-plane-in-2014-near-berlin-is-not-proof-of-chemtrails-conspiracy-theory-idUSKBN2AJ1X9,Fact check: Images of Angela Merkel touring plane in 2014 near Berlin is not proof of ‘chemtrails’ conspiracy theory,Posts on social media claim to show proof that German Chancellor Angela Merkel is implicated in a secret “chemtrails” programme – a conspiracy theory whose adherents believe government figures are secretly dropping toxic chemicals from planes to harm citizens.,19-02-2021
1,https://www.reuters.com//article/uk-factcheck-trump-impeachment-33-millio/fact-check-no-evidence-to-show-that-trumps-impeachment-cost-33-million-idUSKBN2AJ1WD,Fact check: No evidence to show that Trump’s impeachment cost $33 million,Social media users have been sharing content online that alleges former president Donald J. Trump’s impeachment cost $33 million. There is no evidence to show that this is true.,19-02-2021
2,https://www.reuters.com//article/uk-factcheck-biden-not-control-weather/fact-check-joe-biden-did-not-predict-or-manipulate-the-weather-that-caused-the-texas-freeze-idUSKBN2AJ1VU,Fact check: Joe Biden did not predict or manipulate the weather that caused the Texas freeze,A post circulating on Facebook claims that President Joe Biden “manipulated” and “controlled” the weather to cause the Texas deep freeze in mid-February 2021 that has left millions without power and at least 21 people dead. This claim is false. The rare winter storm was caused by an arctic air mass. ,19-02-2021
3,https://www.reuters.com//article/uk-factcheck-sarscov2/fact-check-the-sars-cov-2-virus-that-causes-covid-19-emerged-in-late-2019-not-2008-idUSKBN2AI2ZM,"Fact check: The SARS-CoV-2 virus that causes COVID-19 emerged in late 2019, not 2008","A post has been shared on Facebook that purportedly provides evidence that scientists discussed SARS-CoV-2, the novel coronavirus that causes COVID-19, in a 2008 study. However, the study referred to a different virus.",18-02-2021
4,https://www.reuters.com//article/uk-factcheck-vaccine-code/fact-check-covid-19-vaccines-do-not-add-code-to-recipients-dna-idUSKBN2AI2ZC,Fact check: COVID-19 vaccines do not add code to recipient’s DNA,A video arguing that COVID-19 vaccines are dangerous falsely claims that adverse effect data proves people dying from the vaccines and that the vaccines alter people’s genetic material. Other claims made in the video are outside the scope of this fact check.,18-02-2021
5,https://www.reuters.com//article/uk-factcheck-masks-law/fact-check-face-coverings-in-supermarkets-are-a-legal-requirement-written-into-legislation-idUSKBN2AI2Z2,Fact check: Face coverings in supermarkets are a legal requirement written into legislation,A Facebook user who filmed himself challenging police for enforcing face masks in a supermarket has shared false information about the legal basis of this rule.,18-02-2021
6,https://www.reuters.com//article/uk-factcheck-cpsenergy-texas/fact-check-fake-message-from-cps-energy-about-imminent-grid-failure-idUSKBN2AI2M3,Fact check: Fake message from CPS Energy about imminent grid failure,"A false statement attributed to San Antonio energy provider CPS Energy has been circulating on social media. The statement says the grid is about to fail because of an electric load warning, meaning everyone, including hospitals, will lose power and that the water supply will also be cut off, with no indication of how long this might last. CPS Energy confirmed on social media that this is not an official CPS Energy message and it did not come from them.",18-02-2021
7,https://www.reuters.com//article/uk-factcheck-nasa-climate-change/fact-check-nasa-did-not-admit-man-made-climate-change-is-a-hoax-idUSKBN2AI2KX,Fact check: NASA did not ‘admit man-made climate change is a hoax’,"A post has been circulating on social media saying NASA admitted that man-made climate change is a hoax as the sun is responsible for global warming, not humans. This claim is false: the NASA website has many pages explaining that human activities are contributing to climate change.",18-02-2021
8,https://www.reuters.com//article/uk-factcheck-car-flames-snow-2014/fact-check-image-of-a-car-in-flames-amid-cars-trapped-in-snow-is-from-2014-idUSKBN2AI2EA,Fact check: Image of a car in flames amid cars trapped in snow is from 2014,"Amid a series of storms blasting snow and sleet from Washington state to Washington, D.C., and as far south as Louisiana and Mississippi, posts on social media show an image of cars trapped in snow along a highway with one vehicle in flames. Accompanied by the hashtag #snowpocolypse2021 and claiming that the incident took place on Interstate 64 near Milton, West Virginia, the image, taken seven years ago in Raleigh, North Carolina, has been mislabeled.",18-02-2021
9,https://www.reuters.com//article/uk-factcheck-frozen-boats-geneva-texas/fact-check-photo-shows-frozen-boats-in-geneva-switzerland-in-2005-not-texas-in-2021-idUSKBN2AI298,"Fact check: Photo shows frozen boats in Geneva, Switzerland in 2005, not Texas in 2021","A photo of boats in a harbor that are completely covered in a thick coating of ice has been circulating on social media, with users claiming that it shows Texas during the deadly winter storm of February 2021. This claim is false: the photo shows boats in Geneva, Switzerland, and was taken on Jan. 29, 2005.",18-02-2021
0,https://www.reuters.com//article/uk-factcheck-biden-emergency-texas-respo/fact-check-biden-approved-emergency-measures-in-response-to-texas-freeze-idUSKBN2AI293,Fact check: Biden approved emergency measures in response to Texas freeze,"Social media users have been sharing content online that claims President Joe Biden took no action in response to the unusually low temperatures in Texas. While Biden has not publicly spoken about Texas as of February 18, 2021, he has approved federal assistance for the state.",18-02-2021
